"Name","Province","Climate ID","Station ID","WMO ID","TC ID","Latitude (Decimal Degrees)","Longitude (Decimal Degrees)","Latitude","Longitude","Elevation (m)","First Year","Last Year","HLY First Year","HLY Last Year","DLY First Year","DLY Last Year","MLY First Year","MLY Last Year"
"DONNACONA 2","QUEBEC","7012071","5222","","","46.68","-71.73","464100000","-714400000","45.7","1952","2008","","","1952","2008","1953","2008"
"DUBERGER","QUEBEC","7012232","5223","","","46.82","-71.3","464900000","-711800000","15.2","1971","1993","","","1971","1993","1971","1993"
"DUCHESNAY","QUEBEC","7012240","5224","","","46.87","-71.65","465200000","-713900000","166.1","1963","1994","","","1963","1994","1963","1994"
"HEROUXVILLE","QUEBEC","7013100","5225","","","46.67","-72.6","464000000","-723600000","145","1966","2021","","","1966","2021","1966","2018"
"HERVEY JONCTION","QUEBEC","7013102","5226","","","46.85","-72.47","465100000","-722800000","177.4","1926","1978","","","1926","1978","1926","1978"
"HUDSON HEIGHTS","QUEBEC","7013200","5227","","","45.47","-74.17","452800000","-741000000","26.8","1952","1955","","","1952","1955","1952","1955"
"ILE BOUCHARD","QUEBEC","7013279","5228","","","45.82","-73.35","454900000","-732100000","9.1","1974","1975","","","1974","1975","",""
"ILE D'ORLEANS","QUEBEC","70132G9","8989","71424","WER","47","-70.81","465948000","-704830000","3.6","1992","2021","1994","2021","1992","2021","",""
"JOLIETTE","QUEBEC","7013360","5229","","","46.03","-73.43","460200000","-732600000","58.5","1913","1972","","","1913","1972","1913","1972"
"JOLIETTE VILLE","QUEBEC","7013362","5230","","","46.02","-73.43","460100000","-732600000","56","1967","2011","","","1967","2011","1967","2011"
"LAC BROWN","QUEBEC","7013570","5231","","","46.92","-73.17","465500000","-731000000","365.8","1973","1977","","","1973","1977","1973","1977"
"LAC EDOUARD","QUEBEC","7013640","5232","","","47.65","-72.27","473900000","-721600000","369.7","1949","1958","","","1949","1958","1949","1958"
"LAC EDOUARD S","QUEBEC","7013642","5233","","","47.67","-72.27","474000000","-721600000","364.2","1973","1975","","","1973","1975","1973","1975"
"LAC JACQUES CARTIER","QUEBEC","7013655","5234","","","47.57","-71.23","473400000","-711400000","798.6","1963","1974","","","1963","1974","1963","1974"
"LAC MINOGAMI","QUEBEC","7013678","5235","","","46.67","-72.87","464000000","-725200000","259.1","1964","1978","","","1964","1978","1964","1978"
"LAKE EDWARD","QUEBEC","7013735","5236","","","47.65","-72.25","473900000","-721500000","406.3","1910","1925","","","1910","1925","1910","1925"
"L'ASSOMPTION","QUEBEC","7014160","5237","71524","WEW","45.81","-73.43","454834000","-732605000","21","1930","2021","1994","2021","1930","2021","1930","1994"
"LAVALTRIE CDA","QUEBEC","7014260","5238","","","45.93","-73.32","455600000","-731900000","30.5","1957","1982","","","1957","1982","1957","1982"
"LES CEDRES","QUEBEC","7014290","5239","","","45.3","-74.05","451800000","-740300000","47.2","1913","2021","","","1913","2021","1913","2018"
"LES SAULES","QUEBEC","7014298","5240","","","46.82","-71.32","464900000","-711900000","25.9","1973","1973","","","1973","1973","1973","1973"
"LINTON","QUEBEC","7014325","5241","","","47.27","-72.25","471600000","-721500000","270.4","1949","1955","","","1949","1955","1949","1955"
"LORETTEVILLE","QUEBEC","7014329","5242","","","46.87","-71.37","465200000","-712200000","129.5","1977","1982","","","1977","1982","1977","1982"
"LOUISEVILLE","QUEBEC","7014332","5243","","","46.27","-73.02","461600000","-730100000","45","1967","2021","","","1967","2021","1967","2018"
"MASCOUCHE","QUEBEC","7014629","5244","","","45.75","-73.6","454500000","-733600000","15.2","1973","2006","","","1973","2006","1973","2006"
"MASKINONGE","QUEBEC","7014630","5245","","","46.23","-73.02","461400000","-730100000","15.2","1957","1973","","","1957","1973","1957","1973"
"NEUFCHATEL","QUEBEC","7015417","5246","","","46.85","-71.37","465100000","-712200000","91.4","1973","1977","","","1973","1977","1973","1977"
"NOTRE DAME DE LA MERCI","QUEBEC","7015665","5247","","","46.23","-74.05","461400000","-740300000","365.8","1973","1994","","","1973","1994","1973","1994"
"OKA","QUEBEC","7015730","5248","","","45.5","-74.07","453000000","-740400000","91.4","1937","2021","","","1937","2021","1937","2018"
"L'ETAPE","QUEBEC","7015791","10871","71382","WPD","47.56","-71.23","473344000","-711344000","791.2","1993","2021","1994","2021","1993","2021","2005","2005"
"QUEBEC","QUEBEC","7016280","5249","","","46.8","-71.22","464800000","-711300000","90.2","1872","1959","","","1872","1959","1872","1959"
"QUEBEC 2","QUEBEC","7016281","5250","","","46.8","-71.27","464800000","-711600000","76.2","1956","1968","","","1956","1968","1956","1968"
"QUEBEC INTL A","QUEBEC","7016293","51457","","YQB","46.79","-71.39","464728000","-712336000","74.4","2013","2021","2013","2021","2018","2021","",""
"QUEBEC/JEAN LESAGE INTL A","QUEBEC","7016294","5251","71708","YQB","46.8","-71.38","464800000","-712300000","74.4","1943","2017","1953","2013","1943","2017","1943","2012"
"RAWDON","QUEBEC","7016350","43189","","MWD","46.02","-73.81","460111339","-734853579","210","2005","2007","2005","2007","","","",""
"RIGAUD","QUEBEC","7016470","5252","","","45.5","-74.37","453000000","-742200000","46","1963","2021","","","1963","2021","1963","2018"
"RIGAUD 2","QUEBEC","7016472","41737","","MRI","45.48","-74.29","452857000","-741733000","30.2","2003","2006","2003","2006","2003","2006","",""
"SAINT-POLYCARPE","QUEBEC","7016474","32462","","MPL","45.31","-74.29","451819000","-741735000","55.7","2003","2007","2003","2007","2003","2007","",""
"RIVIERE A PIERRE","QUEBEC","7016560","5253","","","47","-72.17","470000000","-721000000","221","1949","1994","","","1949","1994","1949","1994"
"RIVIERE VERTE OUEST","QUEBEC","7016675","5254","","","46.98","-71.83","465900000","-715000000","213.4","1966","2021","","","1966","2021","1966","2018"
"ST ALBAN","QUEBEC","7016800","5255","","","46.72","-72.08","464300000","-720500000","76.2","1949","2021","","","1949","2021","1949","2018"
"ST ALEXIS DES MONTS","QUEBEC","7016816","5256","","","46.53","-73.15","463200000","-730900000","183","1963","2021","","","1963","2021","1963","2018"
"STE ANNE DE LA PERADE","QUEBEC","7016840","5257","","","46.58","-72.23","463500000","-721400000","16","1949","2021","","","1949","2021","1949","2018"
"ST AUGUSTIN","QUEBEC","7016900","5258","","","46.73","-71.5","464400000","-713000000","57.9","1964","1989","","","1964","1989","1964","1989"
"STE BEATRIX","QUEBEC","7016902","5259","","","46.2","-73.6","461200000","-733600000","198","1974","2021","","","1974","2021","1974","2018"
"ST BENOIT","QUEBEC","7016906","5260","","","45.57","-74.05","453400000","-740300000","53","1973","1991","","","1973","1991","1973","1991"
"STE CATHERINE","QUEBEC","7016932","5261","","","46.85","-71.62","465100000","-713700000","152.4","1964","1992","","","1964","1992","1964","1992"
"ST CHARLES DE MANDEVILLE","QUEBEC","7016960","5262","","","46.35","-73.35","462100000","-732100000","167.6","1921","2021","","","1921","2021","1921","2018"
"ST CHARLES MANDEVILLE 2","QUEBEC","7016981","5263","","","46.37","-73.35","462200000","-732100000","173.7","1968","1970","","","1968","1970","1968","1970"
"STE CHRISTINE","QUEBEC","7017000","5266","","","46.82","-71.92","464900000","-715500000","152.1","1950","2021","","","1950","2021","1950","2018"
"ST CLET NORD","QUEBEC","7017032","5267","","","45.38","-74.25","452300000","-741500000","61","1966","1982","","","1966","1982","1966","1982"
"ST COME","QUEBEC","7017080","5268","","","46.28","-73.75","461700000","-734500000","244","1950","2020","","","1950","2020","1950","2018"
"ST DONAT","QUEBEC","7017100","5269","","","46.32","-74.2","461900000","-741200000","388.6","1964","2014","","","1964","2014","1964","2014"
"STE ELIZABETH","QUEBEC","7017148","5270","","","46.07","-73.37","460400000","-732200000","45.7","1979","1985","","","1979","1985","1979","1985"
"ST ETIENNE DES GRES","QUEBEC","7017220","5271","","","46.45","-72.8","462700000","-724800000","106.7","1957","1960","","","1957","1960","1957","1960"
"STE FOY","QUEBEC","7017265","5272","","","46.75","-71.27","464500000","-711600000","91.4","1958","1972","","","1958","1972","1958","1972"
"ST GABRIEL DE BRANDON","QUEBEC","7017270","5273","","","46.3","-73.38","461800000","-732300000","198.1","1919","1985","","","1919","1985","1919","1985"
"ST JACQUES","QUEBEC","7017380","5274","","","45.95","-73.58","455700000","-733500000","69","1957","2018","","","1957","2018","1957","2016"
"ST JANVIER","QUEBEC","7017386","5275","","","45.73","-73.88","454400000","-735300000","61","1973","2016","","","1973","2016","1973","2016"
"ST JOSEPH DE MEKINAC","QUEBEC","7017422","5276","","","46.92","-72.68","465500000","-724100000","121.9","1973","1994","","","1973","1994","1973","1994"
"ST JUSTIN","QUEBEC","7017435","5277","","","46.27","-73.1","461600000","-730600000","46","1973","1994","","","1973","1994","1973","1994"
"ST LAZARE","QUEBEC","7017445","5278","","","45.4","-74.2","452400000","-741200000","99.1","1963","1985","","","1963","1985","1963","1985"
"SAINT-LIN-LAURENTIDES","QUEBEC","7017479","42903","","MLT","45.85","-73.7","455051547","-734150989","50","2004","2007","2004","2007","","","",""
"ST LIN DES LAURENTIDES","QUEBEC","7017480","5279","","","45.85","-73.75","455100000","-734500000","64","1913","1981","","","1913","1981","1913","1981"
"ST MATHIEU","QUEBEC","7017555","5280","","","46.58","-72.93","463500000","-725600000","167.6","1978","1994","","","1978","1994","1978","1994"
"ST NARCISSE","QUEBEC","7017585","5281","","","46.53","-72.43","463200000","-722600000","46","1973","2021","","","1973","2021","1973","2018"
"ST PAULIN","QUEBEC","7017640","5282","","","46.42","-73.02","462500000","-730100000","167","1950","1991","","","1950","1991","1951","1991"
"ST PLACIDE","QUEBEC","7017657","5283","","","45.55","-74.2","453300000","-741200000","40","1973","1994","","","1973","1994","1973","1994"
"STE THERESE SEMINAIRE","QUEBEC","7017753","5284","","","45.63","-73.85","453800000","-735100000","45.7","1960","1961","","","1960","1961","1961","1961"
"STE THERESE OUEST","QUEBEC","7017755","5285","","","45.65","-73.88","453900000","-735300000","61","1961","2010","","","1961","2010","1961","2010"
"ST THOMAS DE CAXTON","QUEBEC","7017757","5286","","","46.37","-72.8","462200000","-724800000","53","1980","1991","","","1980","1991","1981","1991"
"ST TITE","QUEBEC","7017760","5287","","","46.73","-72.57","464400000","-723400000","141.7","1920","1985","","","1920","1985","1920","1985"
"ST UBALD","QUEBEC","7017767","5288","","","46.68","-72.32","464100000","-721900000","","1963","1964","","","1963","1964","1963","1964"
"ST ZENON","QUEBEC","7017786","5289","","","46.62","-73.87","463700000","-735200000","442","1973","1994","","","1973","1994","1973","1994"
"STE FOY MATAPEDIA","QUEBEC","7017B65","5265","","","46.75","-71.28","464500000","-711700000","45.7","1971","1984","","","1971","1984","1971","1984"
"STE FOY (PIE XII)","QUEBEC","7017BFN","5264","","","46.78","-71.32","464700000","-711900000","79.2","1972","1996","","","1972","1996","1972","1996"
"SHAWINIGAN","QUEBEC","7018000","5290","","","46.57","-72.75","463400000","-724500000","121.9","1902","2004","","","1902","2004","1902","2004"
"SHAWINIGAN","QUEBEC","7018001","27646","71370","XSH","46.56","-72.73","463348000","-724400000","110","1998","2021","1999","2021","1998","2021","",""
"TERREBONNE HEIGHTS","QUEBEC","7018410","5291","","","45.75","-73.63","454500000","-733800000","53.3","1961","1963","","","1961","1963","1962","1963"
"TROIS RIVIERES A-2","QUEBEC","7018560","52138","","","46.35","-72.67","462100000","-724000000","0","2014","2021","","","2014","2021","",""
"TROIS RIVIERES A","QUEBEC","7018561","51698","","YRQ","46.35","-72.68","462106000","-724050000","60.7","2013","2021","2013","2021","2018","2021","",""
"TROIS-RIVIERES","QUEBEC","7018562","10764","71724","WTY","46.35","-72.52","462113000","-723058000","6","1993","2021","1994","2021","1993","2021","2005","2005"
"TROIS-RIVIERES","QUEBEC","7018563","8321","71729","GRQ","46.37","-72.68","462200000","-724100000","62.2","1963","2021","1963","2021","2004","2021","",""
"TROIS RIVIERES","QUEBEC","7018564","5292","","","46.37","-72.6","462200000","-723600000","53.3","1934","1986","","","1934","1986","1934","1986"
"VALCARTIER","QUEBEC","7018572","10965","","WQG","46.9","-71.5","465400000","-713000000","167.9","1994","2008","1994","1999","1994","2008","",""
"VALCARTIER A","QUEBEC","7018573","29452","71716","YOY","46.9","-71.5","465401000","-713012000","167.6","2000","2021","2000","2021","2013","2021","",""
"VALCARTIER A","QUEBEC","7018574","5293","71716","YOY","46.9","-71.5","465400000","-713000000","167.6","1978","2021","1978","2021","1978","1981","1978","1981"
"VALCARTIER FES","QUEBEC","7018577","5294","","","46.95","-71.5","465700000","-713000000","184.4","1955","1977","","","1955","1977","1955","1977"
"VAUDREUIL","QUEBEC","7018697","5295","","","45.4","-74.03","452400000","-740200000","27.4","1968","1972","","","1968","1972","1968","1971"
"VILLENEUVE","QUEBEC","7018762","5296","","","46.87","-71.17","465200000","-711000000","2","1985","1988","","","1985","1988","1985","1987"
"VILLEROY RADAR","QUEBEC","7018765","8678","","WVY","46.45","-71.92","462700000","-715500000","100","1991","1992","1991","1992","","","",""
"VILLEROY (STE-FRANCOISE)","QUEBEC","7018766","10812","","","46.3","-72.06","461813300","-720338600","96.7","1993","1999","1994","1999","1993","1999","",""
"COURVILLE DE POISSY","QUEBEC","701A9E0","5200","","","46.88","-71.17","465300000","-711000000","114.3","1974","1982","","","1974","1982","1974","1982"
"DALHOUSIE STATION","QUEBEC","701A9EC","5199","","","45.3","-74.47","451800000","-742800000","70","1974","1994","","","1974","1994","1976","1994"
"TROIS RIVIERES AQUEDUC","QUEBEC","701HE63","5201","","","46.38","-72.62","462300000","-723700000","54.9","1974","2009","","","1974","2009","1974","2009"
"DE BEAUJEU","QUEBEC","701J9NM","5202","","","45.33","-74.33","452000000","-742000000","61","1973","1974","","","1973","1974","1973","1973"
"ILE AUX GRUES","QUEBEC","701LBPH","10247","","WIG","47.07","-70.53","470425000","-703159000","18.3","1994","2021","1994","2021","2018","2021","",""
"LAC AUX SABLES","QUEBEC","701LEEH","5203","","","46.87","-72.4","465200000","-722400000","160","1964","2021","","","1964","2021","1964","2018"
"LA COURVILLOISE","QUEBEC","701LF83","5204","","","46.9","-71.15","465400000","-710900000","114","1988","1991","","","1988","1991","1988","1991"
"LAC SAINT-PIERRE","QUEBEC","701LP0N","10975","71198","WBS","46.18","-72.92","461100000","-725500000","16.2","1994","2021","1994","2021","1995","2021","",""
"STE-FOY (U. LAVAL)","QUEBEC","701Q004","27377","71392","WJB","46.78","-71.29","464649000","-711715000","91.4","1996","2021","1996","2021","1997","2021","",""
"LEMIEUX","QUEBEC","701Q009","29714","71616","MLU","46.3","-72.06","461813000","-720339000","97.2","1999","2021","1999","2021","1999","2021","",""
"QUEBEC/JEAN LESAGE INTL","QUEBEC","701S001","26892","71714","WQB","46.8","-71.38","464813000","-712254000","60","1992","2021","2005","2021","1992","2021","1998","2016"
"ABERCORN","QUEBEC","7020040","5308","","","45.03","-72.67","450200000","-724000000","149.4","1950","1985","","","1950","1985","1950","1985"
"ACTON VALE","QUEBEC","7020055","5309","","","45.65","-72.57","453900000","-723400000","94.5","1964","1973","","","1964","1973","1964","1973"
"ARTHABASKA","QUEBEC","7020305","5310","","","46.02","-71.95","460100000","-715700000","140","1969","2021","","","1969","2021","1969","2018"
"ASBESTOS","QUEBEC","7020360","5311","","","45.77","-71.95","454600000","-715700000","228.6","1948","1987","","","1948","1987","1948","1987"
"AUDET","QUEBEC","7020391","5312","","","45.65","-70.73","453900000","-704400000","513.6","1965","1985","","","1965","1985","1965","1985"
"AUTEUIL","QUEBEC","7020392","5313","","","45.65","-73.73","453900000","-734400000","53","1983","2016","","","1983","2016","1983","2016"
"BEAUCEVILLE","QUEBEC","7020560","5314","","","46.2","-70.77","461200000","-704600000","160","1913","1985","","","1913","1985","1913","1985"
"BEAUHARNOIS","QUEBEC","7020562","10948","","WBH","45.17","-73.92","451000000","-735500000","33.9","1994","1994","1994","1994","","","",""
"BEAUHARNOIS","QUEBEC","7020564","42007","","MBR","45.32","-73.91","451910000","-735444000","22","2003","2006","2003","2006","","","",""
"BEAUSEJOUR","QUEBEC","7020567","5315","","","46.67","-71.17","464000000","-711000000","106.7","1975","2020","","","1975","2020","1975","2018"
"BECANCOUR","QUEBEC","7020570","5316","","","46.33","-72.43","462000000","-722600000","14.9","1966","1994","","","1966","1994","1966","1994"
